Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
5567,Rent,1252860,9 years,0,8,18.6,234938,0,,0,debt consolidation,Short Term,99999999,128440,26937,740,0
5568,Rent,477717,2 years,0,10,8.6,343354,0,,0,debt consolidation,Short Term,154880,118313,5414,741,0
5569,Rent,2480621,8 years,0,12,5,1223904,0,,0,debt consolidation,Short Term,99999999,461909,40724,745,0
5570,Rent,,4 years,0,7,5,63756,0,,0,debt consolidation,Short Term,204798,22800,9945,,1
5571,Home Mortgage,,9 years,0,10,13.2,145838,0,5,0,home improvements,Long Term,217008,18886,4649,,1
5572,Rent,944490,2 years,0,17,11,439670,0,,0,debt consolidation,Short Term,284350,354654,18496,7210,1
5573,Home Mortgage,1259833,1 year,0,15,26.4,668778,1,14,1,debt consolidation,Short Term,336644,329802,11653,745,0
5574,Rent,851162,3 years,0,8,8.7,455730,0,,0,other,Long Term,394218,220020,25109,636,1
5575,Rent,1316757,10+ years,0,23,19.9,1141888,0,,0,debt consolidation,Long Term,297418,636082,30285,647,1
5576,Home Mortgage,1150488,10+ years,0,12,17.8,501204,1,27,1,debt consolidation,Short Term,473726,148029,27612,733,0
5577,Home Mortgage,728061,8 years,0,6,15.6,664774,0,,0,debt consolidation,Short Term,99999999,212990,3774,749,0
5578,Home Mortgage,,2 years,0,11,18.2,476872,0,20,0,home improvements,Long Term,551188,202635,18944,,0
5579,Home Mortgage,1726758,5 years,0,7,26.1,626912,0,,0,other,Short Term,538736,306983,12044,740,0
5580,Rent,1536568,7 years,0,26,26,908952,0,81,0,debt consolidation,Short Term,520410,341487,26634,732,0
5581,Home Mortgage,1383922,10+ years,0,5,11,95370,0,33,0,debt consolidation,Long Term,259864,42579,9353,717,0
5582,Rent,1261809,3 years,0,15,13.4,687742,0,,0,debt consolidation,Short Term,472032,465671,35541,742,1
5583,Home Mortgage,,10+ years,0,7,18.7,254122,0,36,0,debt consolidation,Short Term,323444,129048,2697,,0
5584,Rent,,2 years,0,5,14.7,141240,1,,1,debt consolidation,Short Term,154022,18905,6651,,1
5585,Home Mortgage,1429788,10+ years,3,6,36.5,277354,3,36,0,debt consolidation,Long Term,430012,195928,17038,7140,1
5586,Rent,605264,< 1 year,0,10,12,594308,1,65,0,other,Short Term,57486,90345,13064,689,0
5587,Home Mortgage,1016671,5 years,0,5,10.4,350768,0,,0,debt consolidation,Long Term,333168,281428,12031,739,0
5588,Own Home,1226735,1 year,0,21,27.5,3693778,0,,0,debt consolidation,Long Term,393338,1681177,20548,710,1
5589,Home Mortgage,1597653,2 years,0,14,14.8,536052,0,,0,debt consolidation,Short Term,99999999,343520,30089,746,0
5590,Home Mortgage,869972,6 years,0,13,17.5,208098,3,29,0,debt consolidation,Short Term,99999999,138016,7830,726,0
5591,Home Mortgage,1585607,1 year,0,7,12,127490,0,32,0,debt consolidation,Long Term,431992,55917,29995,665,0
5592,Rent,1984512,4 years,0,12,15.2,719246,0,,0,debt consolidation,Short Term,450560,332329,11543,734,1
5593,Home Mortgage,1102608,2 years,0,9,16.7,945626,0,,0,debt consolidation,Short Term,540980,539828,12129,733,0
5594,Home Mortgage,1919038,7 years,0,9,14.8,884136,0,,0,debt consolidation,Long Term,755062,552824,28786,706,0
5595,Home Mortgage,1336251,10+ years,0,8,17.8,626076,0,41,0,debt consolidation,Short Term,331562,257925,11469,743,0
5596,Home Mortgage,1610953,7 years,0,8,21.2,208406,0,58,0,debt consolidation,Short Term,287386,111948,15036,707,0
5597,Home Mortgage,,9 years,0,14,15.2,428164,0,31,0,debt consolidation,Long Term,541046,255512,33020,,1
5598,Home Mortgage,,3 years,0,8,13.6,370458,0,,0,other,Short Term,142868,154850,15693,,0
5599,Rent,3870300,2 years,0,11,20.8,1796542,0,,0,debt consolidation,Short Term,156860,1306421,45476,739,0
5600,Home Mortgage,772236,10+ years,0,14,15.9,482570,1,,1,debt consolidation,Short Term,317988,299649,20529,731,0
5601,Home Mortgage,1039547,10+ years,0,5,20.9,217954,0,,0,other,Short Term,178332,1691,6696,748,0
5602,Home Mortgage,1039262,10+ years,0,5,24.5,148698,0,15,0,debt consolidation,Short Term,262548,105165,18880,725,0
5603,Home Mortgage,848597,10+ years,0,17,22.3,906202,0,,0,debt consolidation,Long Term,471636,194864,18103,691,1
5604,Home Mortgage,2348400,3 years,0,6,12.6,624756,0,,0,debt consolidation,Short Term,761376,125172,25637,745,0
5605,Home Mortgage,1589331,10+ years,0,16,15.7,1161248,0,,0,debt consolidation,Short Term,194854,439261,12715,742,0
5606,Rent,578075,4 years,0,9,13.7,211728,2,69,1,debt consolidation,Short Term,163636,93081,17583,678,0
5607,Home Mortgage,1043879,4 years,0,13,11.1,642598,0,3,0,home improvements,Short Term,322850,7771,2714,731,0
5608,Home Mortgage,1911153,10+ years,0,9,16.4,675532,0,18,0,debt consolidation,Short Term,327030,310954,23252,749,0
5609,Home Mortgage,1123242,9 years,0,12,12.4,1545082,0,,0,debt consolidation,Short Term,138732,320264,13104,751,0
5610,Home Mortgage,1146612,5 years,0,14,7.4,427284,0,33,0,debt consolidation,Long Term,331914,251294,25703,669,0
5611,Rent,,< 1 year,0,15,12,730378,0,,0,debt consolidation,Short Term,398640,402439,26359,,1
5612,Rent,766384,2 years,0,4,27,45914,0,,0,debt consolidation,Short Term,43714,25213,7536,746,0
5613,Home Mortgage,1284780,10+ years,0,6,13.1,781616,0,,0,debt consolidation,Long Term,450076,250439,18415,731,1
5614,Rent,930620,6 years,0,13,12,633292,0,,0,debt consolidation,Long Term,481140,409108,24274,685,0
5615,Rent,1129227,< 1 year,0,7,20.5,96976,1,7,1,debt consolidation,Short Term,180356,58805,12986,737,1
5616,Home Mortgage,,10+ years,0,15,24.7,482878,0,20,0,debt consolidation,Short Term,312158,154299,18165,,0
5617,Rent,1308188,5 years,0,5,9.9,34672,0,43,0,debt consolidation,Short Term,207746,9994,17115,730,1
5618,Home Mortgage,2814508,6 years,0,17,16.6,6639358,0,48,0,debt consolidation,Short Term,516934,1221339,73412,7460,1
5619,Own Home,1328670,8 years,0,5,18.2,1021680,0,,0,debt consolidation,Long Term,769230,633536,20816,6850,1
5620,Rent,1325687,8 years,0,10,20.2,449526,0,,0,debt consolidation,Short Term,160182,230603,15245,740,0
5621,Home Mortgage,1132020,3 years,0,9,15.8,607002,0,41,0,debt consolidation,Long Term,432542,302480,14622,7280,1
5622,Home Mortgage,,5 years,0,9,19.9,484814,0,,0,debt consolidation,Short Term,172282,169993,12090,,0
5623,Home Mortgage,1263405,2 years,0,2,20,153714,0,,0,debt consolidation,Long Term,99999999,6232,484,743,0
5624,Home Mortgage,463030,4 years,0,5,12.8,125092,0,14,0,debt consolidation,Short Term,145200,78109,7871,740,0
5625,Rent,1143116,10+ years,0,8,15.9,353452,1,,1,debt consolidation,Short Term,234344,193230,17338,717,0
5626,Home Mortgage,,10+ years,0,11,30.5,395736,0,2,0,debt consolidation,Short Term,219692,179094,16571,,1
5627,Rent,836019,1 year,0,5,21.5,266464,1,,1,debt consolidation,Short Term,215116,105868,5929,743,1
5628,Rent,1451087,4 years,0,10,14.8,53812,4,39,0,other,Short Term,85690,19760,11584,725,1
5629,Rent,996398,3 years,0,10,8.9,1464100,0,,0,other,Short Term,332816,337611,5779,709,0
5630,Home Mortgage,942305,9 years,0,9,14.5,517176,0,,0,debt consolidation,Short Term,192038,334533,17668,742,0
5631,Home Mortgage,771856,2 years,0,8,13.5,203456,0,32,0,debt consolidation,Long Term,301070,88198,18396,685,0
5632,Home Mortgage,,6 years,0,19,16.2,907720,0,,0,debt consolidation,Short Term,387992,514273,18393,,0
5633,Rent,559512,,0,9,15.5,155496,0,,0,debt consolidation,Short Term,64790,126483,4849,710,0
5634,Rent,621319,2 years,0,10,13,268686,0,,0,debt consolidation,Short Term,109120,92815,8647,716,0
5635,Home Mortgage,1711463,4 years,0,11,17.8,581812,0,27,0,debt consolidation,Short Term,336028,422085,20538,691,0
5636,Home Mortgage,2331528,4 years,0,15,49.1,710050,0,,0,home improvements,Short Term,562430,193173,26813,749,0
5637,Own Home,2431772,7 years,0,13,23.7,904464,0,34,0,debt consolidation,Short Term,99999999,35929,15442,744,0
5638,Home Mortgage,1889550,10+ years,0,11,20.4,458898,0,,0,debt consolidation,Long Term,289586,249679,14093,736,0
5639,Rent,1614563,10+ years,0,14,29.8,1199088,0,42,0,debt consolidation,Long Term,326084,517788,11060,741,0
5640,Home Mortgage,280136,,0,4,17.8,329582,0,51,0,debt consolidation,Short Term,96690,179037,4599,673,1
5641,Home Mortgage,827051,10+ years,0,8,31.2,336424,0,66,0,debt consolidation,Short Term,267256,217037,14473,741,0
5642,Home Mortgage,4080934,10+ years,0,14,29.2,1633742,0,3,0,debt consolidation,Long Term,751762,747821,41149,720,0
5643,Rent,1905890,10+ years,0,9,23.2,571538,0,41,0,debt consolidation,Long Term,344256,278388,18328,730,1
5644,Rent,1447667,3 years,0,6,7.1,312686,0,,0,debt consolidation,Short Term,99999999,152304,13632,740,0
5645,Rent,951710,7 years,0,6,13.4,200838,1,,1,debt consolidation,Long Term,385704,41287,10469,707,0
5646,Home Mortgage,2135182,6 years,0,28,22.1,3015760,0,12,0,debt consolidation,Short Term,99999999,768322,43593,742,0
5647,Home Mortgage,657153,10+ years,0,5,15.1,706816,0,15,0,debt consolidation,Short Term,104346,568328,8488,7360,1
5648,Rent,949905,2 years,0,12,8,180290,0,,0,other,Short Term,110000,142006,11795,722,1
5649,Own Home,867407,,0,7,23,225060,0,15,0,debt consolidation,Short Term,225192,61807,12650,723,0
5650,Home Mortgage,1279973,10+ years,0,8,26.1,679734,0,6,0,debt consolidation,Short Term,99999999,301739,7776,747,0
5651,Own Home,823289,3 years,0,14,9.7,524392,0,,0,debt consolidation,Short Term,173316,126806,16535,732,0
5652,Own Home,907117,3 years,0,10,17.8,429022,1,,1,home improvements,Short Term,108284,156370,23359,743,0
5653,Home Mortgage,1685889,4 years,0,13,16.9,403612,1,,1,debt consolidation,Short Term,347028,127224,8837,743,0
5654,Home Mortgage,1764758,10+ years,0,14,36.2,1464584,0,,0,other,Short Term,215094,1052372,42795,699,0
5655,Home Mortgage,1587374,6 years,0,8,10.2,877206,0,,0,debt consolidation,Short Term,336974,518187,20371,743,1
5656,Home Mortgage,,10+ years,0,22,40.4,2602402,0,,0,other,Short Term,217932,1339519,34479,,0
5657,Home Mortgage,1555416,10+ years,0,10,7,659384,0,,0,debt consolidation,Long Term,506528,400349,19961,722,0
5658,Own Home,554154,5 years,0,5,23,722986,0,27,0,debt consolidation,Short Term,104060,460180,9836,728,0
5659,Home Mortgage,435651,10+ years,0,3,10.7,219406,0,,0,debt consolidation,Short Term,191356,157833,5409,720,0
5660,Home Mortgage,1508600,10+ years,0,7,14.4,238062,2,37,2,debt consolidation,Long Term,244552,153387,16595,7210,1
5661,Home Mortgage,635607,8 years,0,7,11.9,151470,0,,0,home improvements,Long Term,294382,64752,14142,608,1
5662,Own Home,558201,9 years,0,13,15,683914,0,,0,other,Short Term,86174,165965,4317,717,0
5663,Rent,388493,< 1 year,0,4,8.8,108086,0,,0,home improvements,Short Term,85998,66462,1904,722,0
5664,Home Mortgage,949335,10+ years,0,7,10.3,120956,0,,0,home improvements,Short Term,170390,75525,8781,747,0
5665,Rent,970216,2 years,0,13,17.6,450538,0,,0,other,Short Term,108020,50578,14327,746,0
5666,Home Mortgage,927105,3 years,0,14,18.6,996204,0,,0,debt consolidation,Short Term,107360,17214,3484,748,0
5667,Rent,654569,< 1 year,0,15,13.8,305448,0,,0,debt consolidation,Short Term,227370,183863,11837,660,0
5668,Rent,1867966,10+ years,0,13,14.5,563574,0,,0,debt consolidation,Short Term,99999999,234593,23349,745,0
5669,Home Mortgage,1252784,7 years,0,26,17.8,918434,0,29,0,medical bills,Long Term,223168,236379,20567,705,0
5670,Rent,520182,2 years,0,11,10,288222,0,,0,debt consolidation,Short Term,99999999,96824,11271,742,0
5671,Own Home,1256128,9 years,0,9,18.1,1197482,0,,0,debt consolidation,Long Term,608630,698079,14445,611,1
5672,Rent,,2 years,0,6,16.8,253440,0,30,0,other,Short Term,66396,15979,1452,,0
5673,Home Mortgage,949810,10+ years,0,15,50.6,1180388,0,71,0,debt consolidation,Long Term,439912,486267,15514,727,0
5674,Own Home,299136,< 1 year,0,4,10.7,190454,0,,0,debt consolidation,Short Term,109868,123861,3266,705,0
5675,Home Mortgage,848122,,0,9,16.2,790548,3,68,3,debt consolidation,Short Term,220682,350246,14135,746,0
5676,Home Mortgage,2353264,6 years,0,13,14.2,758274,0,16,0,debt consolidation,Short Term,292754,207594,19277,744,0
5677,Home Mortgage,4051845,5 years,0,6,23.4,625834,1,,0,other,Short Term,335126,509143,65167,689,1
5678,Rent,539334,3 years,0,10,18.2,304920,0,,0,debt consolidation,Short Term,130372,110086,12584,729,1
5679,Rent,1859340,10+ years,0,11,21,234278,0,,0,debt consolidation,Short Term,106238,168739,22467,701,0
5680,Home Mortgage,1691874,4 years,0,12,14.6,283030,0,,0,debt consolidation,Short Term,217668,191881,26083,741,0
5681,Rent,1120335,10+ years,0,14,20,723140,1,,1,debt consolidation,Short Term,76956,408443,22967,686,0
5682,Own Home,1531704,10+ years,0,7,16.2,386012,1,,1,debt consolidation,Short Term,354706,223364,7952,737,0
5683,Rent,,3 years,0,18,15.1,336644,0,32,0,debt consolidation,Long Term,704330,260509,37547,,1
5684,Home Mortgage,964098,< 1 year,0,7,21,354530,0,,0,debt consolidation,Short Term,293040,172995,4250,743,1
5685,Rent,1743174,10+ years,0,6,14.3,217646,1,49,1,debt consolidation,Short Term,358820,147744,17432,741,0
5686,Home Mortgage,3017371,3 years,0,9,23.8,1037124,0,,0,home improvements,Short Term,99999999,661029,31507,734,0
5687,Rent,,5 years,0,13,8.9,110198,0,,0,debt consolidation,Short Term,108020,58159,22223,,1
5688,Rent,1338474,< 1 year,0,7,18,0,0,48,0,debt consolidation,Short Term,360162,0,9838,717,0
5689,Home Mortgage,1045209,1 year,0,14,13.6,345334,0,33,0,debt consolidation,Short Term,286066,202502,17333,745,0
5690,Rent,,5 years,0,2,15,28996,0,68,0,debt consolidation,Short Term,178442,16530,480,,1
5691,Rent,3113036,6 years,0,21,17.4,2575518,0,,0,business loan,Short Term,388520,82308,27239,7390,1
5692,Rent,1033828,2 years,0,3,32.5,130592,0,,0,other,Long Term,261184,106799,6332,704,0
5693,Rent,1600788,4 years,0,9,16.8,815078,0,,0,debt consolidation,Short Term,141746,459667,20543,745,0
5694,Home Mortgage,608095,2 years,0,9,13.5,863500,0,,0,home improvements,Short Term,104302,202844,7713,747,0
5695,Rent,,4 years,0,7,5.8,258896,0,24,0,debt consolidation,Short Term,121968,30400,1726,,0
5696,Home Mortgage,944471,,0,11,22.4,621258,0,80,0,debt consolidation,Short Term,99999999,483968,17237,698,0
5697,Rent,795606,10+ years,0,21,22.9,710644,1,,1,debt consolidation,Short Term,412918,324672,20023,738,0
5698,Own Home,,10+ years,0,7,32.5,351406,0,,0,other,Short Term,165198,198797,23251,,1
5699,Rent,865526,4 years,0,8,8.5,302962,0,,0,debt consolidation,Short Term,450978,172159,10314,735,0
5700,Home Mortgage,,3 years,0,16,32,930578,0,60,0,debt consolidation,Short Term,459734,299763,21578,,0
5701,Own Home,,,0,4,12,70070,1,,1,debt consolidation,Long Term,78782,45315,4517,,1
5702,Rent,1813493,7 years,0,19,14,501556,0,6,0,debt consolidation,Short Term,265232,114779,23877,713,0
5703,Rent,690194,4 years,0,13,16.8,786214,0,,0,debt consolidation,Long Term,218350,183331,14730,742,1
5704,Home Mortgage,1115262,7 years,0,11,35,1300332,0,19,0,home improvements,Short Term,161414,737827,23235,741,0
5705,Home Mortgage,2716031,10+ years,0,12,15,867350,0,0,0,debt consolidation,Short Term,436788,448685,29424,728,0
5706,Home Mortgage,1149842,8 years,0,7,20.5,622182,0,,0,home improvements,Short Term,172172,76304,4666,750,0
5707,Home Mortgage,1135668,3 years,0,8,17,372834,1,,1,debt consolidation,Short Term,99999999,133304,9653,724,0
5708,Home Mortgage,1594499,10+ years,0,11,17.4,551540,0,,0,debt consolidation,Long Term,217206,378689,38932,703,1
5709,Home Mortgage,1669055,10+ years,0,12,27.3,261030,0,37,0,debt consolidation,Short Term,255002,183046,22393,726,0
5710,Home Mortgage,,9 years,0,15,10.3,711832,0,,0,debt consolidation,Long Term,542630,162298,23609,,1
5711,Home Mortgage,,3 years,0,15,18.4,594418,1,54,1,debt consolidation,Long Term,753830,183274,14583,,1
5712,Rent,1224626,10+ years,0,5,24.6,264000,1,,1,debt consolidation,Short Term,209418,69312,13981,745,0
5713,Home Mortgage,518225,10+ years,0,12,17.1,302346,1,,1,debt consolidation,Short Term,172238,141265,8421,739,0
5714,Rent,1965322,4 years,0,4,31,299046,0,,0,debt consolidation,Short Term,223102,233472,20800,724,0
5715,Rent,,4 years,0,5,18.5,575388,0,41,0,debt consolidation,Short Term,176946,412965,13463,,0
5716,Home Mortgage,1150032,3 years,0,14,9,410762,0,,0,debt consolidation,Short Term,133166,259673,22809,740,0
5717,Own Home,,< 1 year,0,12,17.5,1252988,0,21,0,debt consolidation,Short Term,55946,373331,8882,,0
5718,Rent,691942,7 years,0,13,13.5,739354,0,,0,debt consolidation,Short Term,222552,213275,14242,730,0
5719,Rent,1938190,2 years,0,11,13.6,275572,1,,1,debt consolidation,Short Term,115016,58064,8916,748,0
5720,Home Mortgage,,10+ years,0,8,11.5,0,0,,0,debt consolidation,Short Term,138094,48545,14130,,0
5721,Rent,1061834,10+ years,0,7,19.4,1347544,0,,0,debt consolidation,Long Term,536492,629603,14069,720,0
5722,Home Mortgage,2891895,10+ years,0,14,26.6,1100462,0,12,0,debt consolidation,Long Term,535766,620597,21930,7410,1
5723,Rent,934534,< 1 year,0,12,15.9,326942,0,,0,debt consolidation,Short Term,180356,253270,12694,7150,1
5724,Home Mortgage,2397097,3 years,0,10,26.1,575190,0,76,0,debt consolidation,Short Term,234806,348232,9369,7210,1
5725,Rent,1939349,2 years,0,6,14.1,345224,0,,0,debt consolidation,Short Term,330242,42940,44767,742,1
5726,Home Mortgage,1235741,10+ years,0,12,26.5,603702,0,7,0,debt consolidation,Long Term,628474,252871,26568,676,0
5727,Rent,642105,10+ years,0,8,15.5,624052,0,,0,debt consolidation,Short Term,250096,363793,16534,738,1
5728,Rent,,9 years,2,6,22,283118,2,81,0,debt consolidation,Long Term,526636,229843,61905,,1
5729,Home Mortgage,1283735,10+ years,0,8,14.5,458832,1,,1,debt consolidation,Short Term,437184,352279,13158,696,0
5730,Rent,673455,3 years,0,11,33,440792,0,30,0,debt consolidation,Short Term,178244,157605,8586,7410,1
5731,Home Mortgage,1475198,8 years,0,10,24.9,19280426,0,,0,debt consolidation,Short Term,99999999,1132286,17543,751,0
5732,Home Mortgage,,10+ years,0,14,30.7,789954,0,,0,debt consolidation,Short Term,231286,558752,12738,,0
5733,Home Mortgage,1529576,10+ years,0,8,31.1,537812,0,,0,debt consolidation,Long Term,442772,418038,21924,7020,1
5734,Rent,,3 years,0,12,14.3,518584,0,,0,debt consolidation,Short Term,515680,308598,20809,,0
5735,Home Mortgage,2390675,10+ years,0,13,16.3,936298,0,,0,debt consolidation,Long Term,664356,667907,51798,734,0
5736,Rent,1405905,4 years,0,19,14.8,436744,0,,0,debt consolidation,Short Term,260458,170487,14996,747,0
5737,Home Mortgage,1445501,10+ years,0,11,14.2,503448,0,,0,debt consolidation,Short Term,218790,395675,23249,715,0
5738,Rent,2167178,8 years,0,42,27.5,1913538,0,,0,debt consolidation,Short Term,777238,1388178,62487,6800,1
5739,Home Mortgage,807861,3 years,0,9,12.1,503580,0,,0,home improvements,Long Term,376640,232237,14353,710,0
5740,Rent,1287098,10+ years,0,5,17.3,197098,1,61,1,debt consolidation,Short Term,262988,115748,12656,734,1
5741,Home Mortgage,1155048,10+ years,0,5,26.2,228140,0,71,0,debt consolidation,Short Term,236148,161557,13187,722,0
5742,Home Mortgage,773832,5 years,0,11,25,842094,0,13,0,debt consolidation,Short Term,301840,219640,17024,7020,1
5743,Home Mortgage,1534896,10+ years,1,8,16.8,531256,2,72,1,home improvements,Short Term,304920,128478,4515,704,0
5744,Rent,1515136,1 year,0,7,8.2,160072,0,,0,debt consolidation,Short Term,438592,95798,13889,736,0
5745,Home Mortgage,2518659,10+ years,0,8,17.2,227414,1,,1,debt consolidation,Short Term,265826,139441,25606,702,0
5746,Home Mortgage,1578596,10+ years,0,9,17.4,152460,0,9,0,debt consolidation,Short Term,348172,70433,6262,688,0
5747,Home Mortgage,756580,10+ years,0,10,19,229768,0,32,0,debt consolidation,Short Term,99999999,97831,20869,739,0
